ID,Value_Id,Decision_2do_Revisor,Valor_Correcto_1ra_rev,Valor_Correcto_2da_rev,Unificar_1ra_rev,Unificar_2da_rev,Valor_Correcto_Audit_TL,Unificar_Audit_TL,Coincidencia_1er_revisor_valor,Coincidencia_2do_revisor_valor,Coincidencia_1er_revisor_unificar,Coincidencia_2do_revisor_unificar,Tipificacion_Errores_1er_Revisor,Tipificacion_Errores_2do_Revisor,Casos Accionados con Errores Graves,Casos Accionados con Errores Leves
2025_W35_2579,32204328,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2578,22859540,UNIFY,false,false,true,true,TRUE,TRUE,NOT OK,NOT OK,OK,OK,null,null,0,0
2025_W35_2577,17241209,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2576,45019993,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2575,26251684,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2574,16876915,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2573,27769560,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2572,38752961,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2571,39855438,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2570,47599913,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2569,45463599,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2568,46348348,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2567,26399684,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2566,23960523,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2565,48180436,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2564,47243345,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2563,52828345,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2562,48290156,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2561,46064284,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2560,44944778,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2559,51675145,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2558,31763642,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2557,32539076,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2556,27416751,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2555,33677875,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2554,24873030,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2553,44850404,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2552,13866977,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2551,28663236,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2550,44012846,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2549,45546672,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2548,47360318,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2547,42939207,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2546,43676703,UNIFY,false,false,false,false,FALSE,TRUE,OK,OK,NOT OK,NOT OK,NO UNIFY erróneo,NO UNIFY erróneo,1,0
2025_W35_2545,48316956,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2544,45884072,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2543,39096243,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2542,36810948,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2541,27622593,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2540,35420845,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2539,37209156,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2538,21052011,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2537,20134166,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2536,19941752,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2535,27090155,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2534,13435178,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2533,15925861,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2532,20695317,NO_UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2531,21211521,NO_UNIFY,true,false,true,false,FALSE,FALSE,NOT OK,OK,NOT OK,OK,null,null,0,0
2025_W35_2530,43045486,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2529,18121441,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2528,46947952,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2527,34731853,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2526,13393812,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2525,26446195,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2524,47482210,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2523,44302671,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2522,38244485,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2521,47168814,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2520,34392003,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2519,55080321,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2518,48273699,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2517,17195239,UNIFY,true,false,true,true,FALSE,TRUE,NOT OK,OK,OK,OK,Error de edición,null,0,0
2025_W35_2516,47886223,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2515,22002280,UNIFY,false,true,true,true,TRUE,TRUE,NOT OK,OK,OK,OK,null,Error de edición,0,1
2025_W35_2514,18521016,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2513,16946258,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2512,18033249,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2511,32962173,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2510,47466629,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2509,39227031,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2508,32337230,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2507,15349592,UNIFY,true,false,true,true,TRUE,TRUE,OK,NOT OK,OK,OK,null,null,0,0
2025_W35_2506,36121614,UNIFY,false,true,true,true,FALSE,TRUE,OK,NOT OK,OK,OK,null,Error de edición,0,1
2025_W35_2505,22966868,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2504,19892754,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2503,44976790,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2502,46651981,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2501,52140947,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2500,30578053,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2499,37667357,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2498,21855284,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2497,30265389,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2496,30461738,NO_UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2495,21381584,NO_UNIFY,true,false,true,false,FALSE,FALSE,NOT OK,OK,NOT OK,OK,null,null,0,0
2025_W35_2494,53307544,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2493,46820310,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2492,51845325,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2491,48329133,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2490,28304894,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2489,53165450,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2488,48270531,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2487,43189909,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2486,13501088,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2485,21200459,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2484,28250196,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2483,40914048,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2482,13435178,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2481,15925861,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2480,19844864,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2479,52835929,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2478,45069135,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2477,27271379,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2476,44896580,UNIFY,false,true,true,true,TRUE,TRUE,NOT OK,OK,OK,OK,null,null,0,0
2025_W35_2475,28346115,UNIFY,true,false,true,true,FALSE,TRUE,NOT OK,OK,OK,OK,Error de edición,null,0,0
2025_W35_2474,17206521,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2473,35751219,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2472,28656169,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2471,48351093,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2470,32193130,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2469,48351091,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2468,28714419,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2467,31115969,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2466,51063449,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2465,30923760,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2464,39084702,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2463,32529919,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2462,16288600,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2461,19018305,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2460,31769612,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2459,49063062,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2458,21402297,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2457,17695260,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2456,16419178,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2455,13621932,UNIFY,false,true,true,true,TRUE,TRUE,NOT OK,OK,OK,OK,null,null,0,0
2025_W35_2454,21658017,UNIFY,true,false,true,true,FALSE,TRUE,NOT OK,OK,OK,OK,Error de edición,null,0,0
2025_W35_2453,15338079,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2452,27650429,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2451,19026284,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2450,35202306,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2449,38238758,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2448,17292458,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2447,15882756,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2446,46465546,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2445,13761417,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2444,27350149,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2443,19811731,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2442,25702207,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2441,13768758,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2440,12969887,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2439,21055279,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2438,37072106,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2437,58167047,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2436,39610808,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2435,22794437,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2434,48557149,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2433,50648071,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2432,28487751,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2431,25678136,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2430,34882010,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2429,17157000,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2428,20167030,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2427,53942570,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2426,42587013,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2425,21850336,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2424,26654359,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2423,32268868,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2422,37098285,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2421,25471293,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2420,42920334,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2419,42114962,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2418,37523401,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2417,26899537,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2416,38267978,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2415,47335588,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2414,19808142,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2413,13390618,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,Error de edición,Error de edición,0,1
2025_W35_2412,24154507,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2411,13609181,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2410,22832455,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2409,13623784,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2408,49555852,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2407,34478463,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2406,22435940,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2405,40038981,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2404,30964527,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2403,46362376,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2402,48315045,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2401,48315047,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2400,45307037,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2399,48315046,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2398,27337086,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2397,48006191,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,Error de edición,Error de edición,0,1
2025_W35_2396,47179498,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2395,25762951,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2394,25690268,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2393,44940351,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2392,20070335,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2391,16677852,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2390,21146974,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2389,21206882,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2388,49691566,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2387,22895621,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2386,17033015,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2385,17475898,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2384,18705807,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2383,45259846,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2382,45126700,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2381,48260165,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2380,39062199,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2379,29597423,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2378,17004477,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2377,25590939,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2376,28564759,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2375,47275847,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,null,null,0,0
2025_W35_2374,29323040,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2373,45255762,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2372,28438449,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2371,38353134,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2370,30395451,UNIFY,true,true,true,true,FALSE,TRUE,NOT OK,NOT OK,OK,OK,null,null,0,0
2025_W35_2369,36684830,UNIFY,false,false,true,true,TRUE,TRUE,NOT OK,NOT OK,OK,OK,null,null,0,0
2025_W35_2368,39717816,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2367,38447033,UNIFY,false,false,false,false,FALSE,FALSE,OK,OK,OK,OK,null,null,0,0
2025_W35_2366,43458744,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2365,25080257,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2364,41631757,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2363,27574375,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2362,39795880,UNIFY,false,false,true,false,FALSE,FALSE,OK,OK,NOT OK,OK,UNIFY erróneo,null,0,0
2025_W35_2361,47473308,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2360,28748559,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2359,19015454,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2358,35296265,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2357,30495919,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2356,12995774,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2355,13388653,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2354,23782755,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2353,16419025,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2352,24743782,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W35_2351,16488722,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2350,42182614,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2349,32408341,UNIFY,false,false,true,true,FALSE,FALSE,OK,OK,NOT OK,NOT OK,UNIFY erróneo,UNIFY erróneo,1,0
2025_W34_2348,18184771,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2347,17109892,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2346,38302951,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2345,43687384,UNIFY,false,false,true,true,FALSE,TRUE,OK,OK,OK,OK,null,null,0,0
2025_W34_2344,24814261,UNIFY,true,true,true,true,TRUE,TRUE,OK,OK,OK,OK,null,null,0,0
