Fecha,flujo,tarea_detalle,Usuario,Tareas realizadas
27 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
27 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,43
27 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,44
27 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,42
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,30
28 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,44
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,35
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,35
28 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,47
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,25
28 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,40
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,32
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,32
28 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,31
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,30
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,42
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,49
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,46
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,39
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,45
31 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,39
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,40
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,50
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,45
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,54
31 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,45
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,52
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,46
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,53
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,46
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,47
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,44
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,57
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,45
1 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,52
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,35
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,45
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,50
1 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,43
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,22
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,28
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,48
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,55
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,33
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,45
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,43
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,45
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,52
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,45
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,35
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,39
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
3 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,36
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,31
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,24
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,23
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,20
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,26
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,43
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,53
3 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,49
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,21
3 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,29
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,30
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,19
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,64
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,31
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,24
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,36
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,17
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,37
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,31
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,43
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,28
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,29
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,31
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,47
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,41
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,17
4 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,40
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,37
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,26
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,50
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,24
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,46
4 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,29
4 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,10
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,27
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,44
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,59
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,22
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,48
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,51
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,44
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,37
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,48
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,30
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,31
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,42
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,16
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,39
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,25
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,35
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,42
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,39
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,46
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,49
7 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,46
7 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,50
7 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,29
8 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,45
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,50
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,30
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,29
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,39
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,43
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,34
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,42
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,52
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,34
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,48
8 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,51
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,26
8 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,45
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,31
8 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,50
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,35
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,27
8 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,45
8 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,53
8 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,33
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,24
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,27
9 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,59
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,25
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,50
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,40
9 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,43
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,42
9 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,47
9 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,46
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,37
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,33
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,24
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,34
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,27
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,34
9 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,45
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,38
9 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,44
9 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,48
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,48
10 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,52
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,44
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,42
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,43
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,44
10 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,47
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,27
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,29
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,38
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,46
10 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,46
10 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,66
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,31
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,34
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,35
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,26
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,41
10 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,45
10 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,27
10 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,49
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,49
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,34
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,49
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,57
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,46
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,45
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,30
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,46
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,39
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,37
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,38
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,45
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,38
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,45
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,27
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,29
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,35
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,27
11 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,32
11 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,37
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,30
11 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,48
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,45
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,42
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,39
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,39
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,45
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,58
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,31
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,40
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,36
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,34
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,46
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,37
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,46
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,38
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,31
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,28
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,30
14 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,29
14 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,22
14 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,30
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,39
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,46
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,13
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,42
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,33
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,51
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,33
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,48
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,41
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,29
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,42
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,29
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,29
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,52
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,44
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,30
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,57
15 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,34
15 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
15 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,32
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,40
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,44
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,45
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,48
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,41
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,36
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,29
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,42
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,42
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,24
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,44
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,32
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,32
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,29
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,52
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,32
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,47
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,49
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,32
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,32
16 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,54
16 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
16 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,26
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,46
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,42
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,52
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,26
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,43
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,27
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,31
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,52
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,47
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,27
21 abr 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,38
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,66
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,50
21 abr 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,60
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,43
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,35
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,37
21 abr 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_maseinha,31
