Fecha,flujo,tarea_detalle,Usuario,Tareas realizadas
12 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,55
12 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,30
12 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,59
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,62
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,21
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,64
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,46
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,58
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,40
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,22
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,27
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,53
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,12
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,37
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,43
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,56
13 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,38
13 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,68
14 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,49
14 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,39
14 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,48
14 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,55
14 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,45
17 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,3
17 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,1
17 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,43
17 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,47
17 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,68
17 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,50
17 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,5
17 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,49
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,60
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,46
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,51
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,40
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,60
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,60
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,49
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,33
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,47
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,74
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,62
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,67
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,65
19 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,73
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,45
19 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,66
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,58
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,60
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,45
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,61
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,44
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,59
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,49
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,26
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,43
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,50
20 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,47
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,67
20 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,54
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,38
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,39
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,62
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,43
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,45
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,42
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,67
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,64
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,44
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,61
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,65
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,57
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,39
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,63
21 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,69
21 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,44
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,43
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,74
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,63
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_julieflo,5
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_esguadal,1
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,46
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,62
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,3
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,51
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,70
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,47
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_damercur,11
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,36
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,44
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,42
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_yaportas,11
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,46
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,72
24 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_aglugone,8
24 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,61
24 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,42
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,36
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,42
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,46
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,60
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,52
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,70
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,62
25 feb 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_flmonten,7
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,48
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,72
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,40
25 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,68
25 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,44
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,35
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,37
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,48
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,44
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,42
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,27
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,61
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,75
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,44
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,69
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,71
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,51
26 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,64
26 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,32
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,61
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,69
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,53
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,36
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,33
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,42
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,41
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,35
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,50
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,45
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,70
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,65
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,77
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,79
27 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,64
27 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,39
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,41
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,34
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,38
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,88
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,35
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,62
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,30
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,69
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,56
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,68
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,77
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,64
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,50
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,42
28 feb 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,65
28 feb 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,45
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,47
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,57
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,81
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,70
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,51
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,74
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,39
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,70
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,42
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,33
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,44
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,53
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,62
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,66
5 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,40
5 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,68
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,35
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,60
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,35
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,58
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,73
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,46
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,52
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,34
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,76
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,68
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,46
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,68
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,84
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,45
6 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,68
6 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,39
7 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,34
7 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,45
7 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,37
7 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,63
7 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,65
7 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,70
7 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,40
7 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,73
10 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,45
10 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,22
10 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,21
10 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,50
10 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,42
10 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,49
10 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,44
10 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,56
11 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,53
11 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,42
11 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,41
11 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,45
11 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,43
11 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,42
11 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,46
11 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,48
12 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,48
12 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,45
12 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,50
12 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,38
12 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
12 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,56
12 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,45
12 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,39
13 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,41
13 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,52
13 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,49
13 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,49
13 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,58
13 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,45
13 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,37
13 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
14 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,55
14 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,36
14 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,39
14 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,38
14 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,57
14 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
14 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,40
14 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,49
17 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,39
17 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,52
17 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,47
17 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,29
17 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,40
17 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,47
18 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,29
18 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,28
19 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,28
19 mar 2025,KNOWN_VALUE_MERGE,KNOWN_VALUE_MERGE,ext_hernflor,36
19 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,34
19 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,28
20 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,36
20 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,49
20 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,40
20 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,56
20 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,43
20 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
20 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,52
20 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,41
21 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,44
21 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_yaportas,52
21 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,55
21 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_yaportas,36
21 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,43
21 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,48
21 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,43
21 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,47
25 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_aglugone,52
25 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_aglugone,49
25 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_flmonten,42
25 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_maseinha,56
25 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_flmonten,44
25 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_maseinha,49
26 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,36
26 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,50
26 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_hernflor,42
26 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,33
26 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,40
26 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_hernflor,43
26 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_esguadal,41
26 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_esguadal,48
27 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_damercur,43
27 mar 2025,REMOVE_OUTSIDERS,REMOVE_OUTSIDERS,ext_julieflo,57
27 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_damercur,36
27 mar 2025,KNOWN_VALUE_CREATION,KNOWN_VALUE_CREATION,ext_julieflo,42
